公司全称,网址,简称,行业,地址,市值,注册资本,状态,类型,注册时间,证券类别,市值_亿
山东泰华信息系统有限责任公司,https://top.chinaz.com/company/TaiHuaXinXi.html,泰华信息,其它,山东,市值：510.0万,510万 ,在营,有限责任公司(自然人投资或控股的法人独资),2009-04-13,,0.051
北京昊福文化传播股份有限公司,https://top.chinaz.com/company/ZuoFuWenHua.html,昊福文化,广告/商务服务/文化传媒,北京,市值：1200.0万,3044.1万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2005-12-15,新三板,0.12
山东同智伟业软件股份有限公司,https://top.chinaz.com/company/TongZhiWeiYe.html,同智伟业,IT/互联网/通信,山东,市值：5000.0万,1750万元 ,在营,股份有限公司(非上市、自然人投资或控股),2000-06-29,新三板,0.5
海芯华夏（北京）科技股份有限公司,https://top.chinaz.com/company/HaiXinHuaXia.html,海芯华夏,IT/互联网/通信,北京,市值：9200.0万,4600万元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2008-07-24,新三板,0.92
广西喷施宝股份有限公司,https://top.chinaz.com/company/PenShiBao.html,喷施宝,能源/化工/矿业,广西,市值：6.25亿,5000万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2011-12-13,新三板,6.25
深圳市科脉技术股份有限公司,https://top.chinaz.com/company/KeMaiJiShu.html,科脉技术,IT/互联网/通信,广东,市值：2.54亿,997万元 ,存续,非上市股份有限公司,1999-11-11,新三板,2.54
浙江爱力浦科技股份有限公司,https://top.chinaz.com/company/AiLiPu.html,爱力浦,医疗健康,浙江,市值：3230.0万,3421万元 ,存续,其他股份有限公司（非上市）,1997-08-13,新三板,0.323
山东沂源农村商业银行股份有限公司,https://top.chinaz.com/company/YiYuanNongXing.html,沂源农行,金融,山东,市值：4.61亿,46068万人民币 ,在营,股份有限公司(非上市、自然人投资或控股),1989-12-25,,4.61
同创九鼎投资管理集团股份有限公司,https://top.chinaz.com/company/JiuDingJiTuan.html,九鼎集团,金融,北京,市值：90.0亿,1500000.0398万元人民币 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2010-12-10,新三板,90.0
上海鸿图建筑设计股份有限公司,https://top.chinaz.com/company/HongTuJianZhu.html,鸿图建筑,建设工程/房产服务,上海,市值：3267.0万,3300万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2009-09-28,新三板,0.3267
广东金源科技股份有限公司,https://top.chinaz.com/company/JinYuanKeJi.html,金源科技,能源/化工/矿业,广东,市值：1.25亿,5000万元 ,存续,股份有限公司(非上市、自然人投资或控股),2010-09-27,新三板,1.25
杭州诸相网络科技有限公司,https://top.chinaz.com/company/HangZhouZhuXiang.html,杭州诸相,IT/互联网/通信,浙江,市值：250.0万,250.000000万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2015-03-19,,0.025
北京九五智驾信息技术股份有限公司,https://top.chinaz.com/company/JiuWuZhiJia.html,九五智驾,IT/互联网/通信,北京,市值：1.04亿,4535.29万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2007-01-08,新三板,1.04
江西金格科技股份有限公司,https://top.chinaz.com/company/JinGeKeJi.html,金格科技,IT/互联网/通信,江西,市值：4.37亿,3091.4万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2003-04-28,新三板,4.37
宇祐通讯科技（上海）股份有限公司,https://top.chinaz.com/company/YuDaiTongXun.html,宇祐通讯,IT/互联网/通信,上海,市值：2.00亿,1500万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2012-08-06,新三板,2.0
北京御食园食品股份有限公司,https://top.chinaz.com/company/YuShiYuan.html,御食园,零售/消费/食品,北京,市值：1.58亿,8348.17万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2001-02-16,新三板,1.58
江苏斯得福纺织股份有限公司,https://top.chinaz.com/company/SiDeFu.html,斯得福,机械/制造/军工/贸易,江苏,市值：1.94亿,4800万元 ,在业,股份有限公司(非上市),1993-12-18,新三板,1.94
北京荣程创新科技发展股份有限公司,https://top.chinaz.com/company/RongChengChuangXin.html,荣程创新,广告/商务服务/文化传媒,北京,市值：126.0万,625万元 ,开业,股份有限公司(非上市、自然人投资或控股),2009-02-12,新三板,0.0126
上海源鲁网络科技有限公司,https://top.chinaz.com/company/YuanLuWangLuo.html,源鲁网络,IT/互联网/通信,上海,市值：500.0万,500万人民币 ,存续（在营、开业、在册）,有限责任公司,2015-12-03,,0.05
上海清鹤科技股份有限公司,https://top.chinaz.com/company/QingHeKeJi.html,清鹤科技,IT/互联网/通信,上海,市值：4.19亿,2830万人民币 ,存续（在营、开业、在册）,股份有限公司（非上市）,2002-05-24,新三板,4.19
上海兰卫医学检验所股份有限公司,https://top.chinaz.com/company/LanWeiJianYan.html,兰卫检验,医疗健康,上海,市值：35.2亿,1.17亿元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2007-12-24,新三板,35.2
浙江康德药业集团股份有限公司,https://top.chinaz.com/company/KangDeYaoYe.html,康德药业,医疗健康,浙江,市值：2800.0万,2800万元 ,存续,股份有限公司（非上市、自然人投资或控股）,1999-04-21,新三板,0.28
浙江迈新科技股份有限公司,https://top.chinaz.com/company/MaiXinKeJi.html,迈新科技,建设工程/房产服务,浙江,市值：1.27亿,2638.999900万元人民币 ,存续,股份有限公司（非上市、自然人投资或控股）,1999-11-12,新三板,1.27
天津民祥生物医药股份有限公司,https://top.chinaz.com/company/MinXiangYiYao.html,民祥医药,医疗健康,天津,市值：6.55亿,7630万元 ,存续,股份有限公司,2005-12-09,新三板,6.55
成都邦普切削刀具股份有限公司,https://top.chinaz.com/company/BangPuDaoJu.html,邦普刀具,机械/制造/军工/贸易,四川,市值：4700.0万,3133.03万元 ,存续（在营、开业、在册）,股份有限公司(非上市),2000-11-23,新三板,0.47
深圳市康铭盛科技实业股份有限公司,https://top.chinaz.com/company/KangMingSheng.html,康铭盛,IT/互联网/通信,广东,市值：15.78亿,(人民币)5320.0000万元 ,存续,非上市股份有限公司,2004-03-15,新三板,15.78
北京华卓精科科技股份有限公司,https://top.chinaz.com/company/HuaZhuoJingKe.html,华卓精科,机械/制造/军工/贸易,北京,市值：10.25亿,3629万元 ,开业,股份有限公司(非上市、自然人投资或控股),2012-05-09,新三板,10.25
上海童康健康管理股份有限公司,https://top.chinaz.com/company/TongKangJianKang.html,童康健康,医疗健康,上海,市值：2.58亿,3200万人民币 ,存续（在营、开业、在册）,股份有限公司（非上市）,2009-05-07,新三板,2.58
北京中盈安信技术服务股份有限公司,https://top.chinaz.com/company/ZhongYingAnXin.html,中盈安信,IT/互联网/通信,北京,市值：2.9亿,5820万元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2011-11-16,新三板,2.9
昆明嘉和科技股份有限公司,https://top.chinaz.com/company/JiaHeKeJi.html,嘉和科技,机械/制造/军工/贸易,云南,市值：15.89亿,5000万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2006-04-25,新三板,15.89
深圳市道旅旅游科技股份有限公司,https://top.chinaz.com/company/DaoLvLvYou.html,道旅旅游,旅游/酒店,广东,市值：600.0万,381.5万元 ,存续,非上市股份有限公司,2012-03-29,新三板,0.06
煤炭工业郑州设计研究院股份有限公司,https://top.chinaz.com/company/ZhengSheGuFen.html,郑设股份,建设工程/房产服务,河南,市值：6.40亿,1.26亿元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2006-03-26,新三板,6.4
上海金陵电机股份有限公司,https://top.chinaz.com/company/JinLingDianJi.html,金陵电机,机械/制造/军工/贸易,上海,市值：8084.0万,3330万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2002-12-26,新三板,0.8084
深圳市捷先数码科技股份有限公司,https://top.chinaz.com/company/JieXianShuMa.html,捷先数码,机械/制造/军工/贸易,广东,市值：1.54亿,2840.2万元 ,存续,非上市股份有限公司,2008-03-25,新三板,1.54
爹地宝贝股份有限公司,https://top.chinaz.com/company/DieDiBaoBei.html,爹地宝贝,零售/消费/食品,福建,市值：3.89亿,1.49亿元 ,存续（在营、开业、在册）,股份有限公司,1998-06-24,新三板,3.89
广州今泰科技股份有限公司,https://top.chinaz.com/company/gzjintaikeji.html,今泰科技,能源/化工/矿业,广东,市值：1.83亿,2083.4万元 ,存续,股份有限公司,2002-04-30,新三板,1.83
北京出盛世咨询服务有限公司,https://top.chinaz.com/company/ChuShengShiZiXun.html,出盛世咨询,其它,北京,市值：390.0万,390万元 ,开业,有限责任公司(自然人投资或控股),2014-05-27,,0.039
深圳市豹风网络股份有限公司,https://top.chinaz.com/company/BaoFengWangLuo.html,豹风网络,IT/互联网/通信,广东,市值：3.26亿,3180.67万元 ,存续,股份有限公司,2008-12-08,新三板,3.26
上海莘泽创业投资管理股份有限公司,https://top.chinaz.com/company/ZuoZeGuFen.html,莘泽股份,金融,上海,市值：1.59亿,900万人民币 ,存续（在营、开业、在册）,股份有限公司（非上市）,2010-03-08,新三板,1.59
山东威马数控机床有限公司,https://top.chinaz.com/company/WeiMaShuKong.html,威马数控,机械/制造/军工/贸易,山东,市值：300.0万,300万 ,在营,有限责任公司(自然人投资或控股),2005-12-06,,0.03
江苏中江种业股份有限公司,https://top.chinaz.com/company/ZhongJiangZhongYe.html,中江种业,农林牧渔,江苏,市值：3.38亿,1.78亿元 ,在业,股份有限公司(非上市),2002-01-08,新三板,3.38
山东京博物流股份有限公司,https://top.chinaz.com/company/JingBoWuLiu.html,京博物流,物流/仓储/运输,山东,市值：9.16亿,1.56亿元 ,在营,股份有限公司(非上市),2012-12-19,新三板,9.16
鹤壁百禾艺术中心管理有限公司,https://top.chinaz.com/company/HeBiBaiHe.html,鹤壁百禾,广告/商务服务/文化传媒,河南,市值：300.0万,300万元 ,注销,有限责任公司(自然人投资或控股),2012-10-24,,0.03
上海鸿晔电子科技股份有限公司,https://top.chinaz.com/company/hongyedianzikeji.html,鸿晔科技,IT/互联网/通信,上海,市值：1210.0万,1000万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2008-08-15,新三板,0.121
上海光维通信技术股份有限公司,https://top.chinaz.com/company/GuangWeiTongXin.html,光维通信,IT/互联网/通信,上海,市值：1.49亿,6487.2万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,1994-11-23,新三板,1.49
广州尚思传媒广告股份有限公司,https://top.chinaz.com/company/ShangSiChuanMei.html,尚思传媒,广告/商务服务/文化传媒,广东,市值：1617.0万,2085万 ,存续,股份有限公司,2010-07-26,新三板,0.1617
北京赛普韵律科技有限公司,https://top.chinaz.com/company/SaiPuYunLv.html,赛普韵律,其它,北京,市值：10.0万,10万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2010-06-10,,0.001
上海融航信息技术股份有限公司,https://top.chinaz.com/company/RongHangXinXi.html,融航信息,IT/互联网/通信,上海,市值：2290.0万,1000万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2010-08-04,新三板,0.229
沈阳建大新峰地产信息研究院有限公司,https://top.chinaz.com/company/JianDaXinFeng.html,建大新峰,其它,辽宁,市值：300.0万,300万人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股的法人独资),2009-04-23,,0.03
济南市高新区东方小额贷款股份有限公司,https://top.chinaz.com/company/DongFangDaiKuan.html,东方贷款,金融,山东,市值：9700.0万,10000万 ,在营,其他股份有限公司(非上市),2011-04-12,新三板,0.97
北京开运联合信息技术股份有限公司,https://top.chinaz.com/company/KaiYunLianHe.html,开运联合,IT/互联网/通信,北京,市值：5000.0万,538.89万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-04-29,新三板,0.5
南通华夏飞机工程技术股份有限公司,https://top.chinaz.com/company/HuaXiaFeiJi.html,华夏飞机,其它,江苏,市值：5.6亿,5588.24万元 ,在业,股份有限公司(非上市),2011-08-04,新三板,5.6
黄冈市黄商贸易股份有限公司,https://top.chinaz.com/company/HuangShangMaoYi.html,黄商贸易,机械/制造/军工/贸易,湖北,市值：8000.0万,"8,000万元 ",存续,股份有限公司(非上市、国有控股),2004-09-23,,0.8
华龙期货股份有限公司,https://top.chinaz.com/company/HuaLongQiHuo.html,华龙期货,金融,甘肃,市值：2.8亿,5亿元 ,存续（在营、开业、在册）,股份有限公司,1992-11-12,新三板,2.8
北京数智源科技股份有限公司,https://top.chinaz.com/company/ShuZhiYuan.html,数智源,IT/互联网/通信,北京,市值：4.01亿,2694.44万元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2011-07-26,新三板,4.01
大卫之选信息技术（北京）股份有限公司,https://top.chinaz.com/company/DaWeiZhiXuan.html,大卫之选,IT/互联网/通信,北京,市值：2.50亿,3000万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2012-12-11,新三板,2.5
深圳市日联科技有限公司,https://top.chinaz.com/company/ShenZhenRiLian.html,深圳日联,IT/互联网/通信,广东,市值：3000.0万,(人民币)3000.0000万元 ,存续,有限责任公司（法人独资）,2002-12-27,,0.3
四川纵横六合科技股份有限公司,https://top.chinaz.com/company/ZongHengLiuHe.html,纵横六合,IT/互联网/通信,四川,市值：1.26亿,1206.1万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2002-12-26,新三板,1.26
福建大娱号信息科技股份有限公司,https://top.chinaz.com/company/DaYuHao.html,大娱号,IT/互联网/通信,福建,市值：2145.0万,1300.000000万人民币 ,存续（在营、开业、在册）,股份有限公司,2012-04-12,新三板,0.2145
北京华清飞扬网络股份有限公司,https://top.chinaz.com/company/HuaQingFeiYang.html,华清飞扬,IT/互联网/通信,北京,市值：5.76亿,1.11亿元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2007-08-14,新三板,5.76
中钜铖（北京）文化股份有限公司,https://top.chinaz.com/company/zhongjucheng.html,中钜铖,广告/商务服务/文化传媒,北京,市值：7866.0万,4579.2万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-09-14,新三板,0.7866
上海储吉信息技术股份有限公司,https://top.chinaz.com/company/ChuJiXinXi.html,储吉信息,汽车/交通出行,上海,市值：1.65亿,3000万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2012-09-17,新三板,1.65
宁波金田投资控股有限公司,https://top.chinaz.com/company/JinTianTouZi.html,金田投资,机械/制造/军工/贸易,浙江,市值：2280.0万,2280.000000万元人民币 ,存续,私营有限责任公司(自然人控股或私营性质企业控股),2007-09-11,,0.228
华贸广通供应链管理（北京）股份有限公司,https://top.chinaz.com/company/HuaMaoGuangTong.html,华贸广通,物流/仓储/运输,北京,市值：2.67亿,3540万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2010-04-22,新三板,2.67
武汉汉德阀门仪表有限公司,https://top.chinaz.com/company/HanDeFaMen.html,汉德阀门,其它,湖北,市值：1900.0万,"1,900万元人民币 ",存续,股份有限公司(非上市、自然人投资或控股),2008-09-10,,0.19
北京博锐尚格节能技术股份有限公司,https://top.chinaz.com/company/BoRuiShangGe.html,博锐尚格,能源/化工/矿业,北京,市值：2.75亿,5000万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2009-03-02,新三板,2.75
上海建为建筑工程有限公司,https://top.chinaz.com/company/JianWeiJianZhu.html,建为建筑,建设工程/房产服务,上海,市值：5000.0万,5000万人民币 ,存续（在营、开业、在册）,有限责任公司,2009-02-27,,0.5
宁夏网虫信息技术股份有限公司,https://top.chinaz.com/company/WangChongGuFen.html,网虫股份,IT/互联网/通信,宁夏,市值：410.0万,3930.0万 ,开业,其他股份有限公司(非上市),2007-02-13,新三板,0.041
上海仙果广告有限公司,https://top.chinaz.com/company/ShangHaiXianGuoGuangGao.html,上海仙果广告,广告/商务服务/文化传媒,上海,市值：1000.0万,1000万人民币 ,存续（在营、开业、在册）,有限责任公司（法人独资）,2016-03-03,,0.1
成都卓杭网络科技股份有限公司,https://top.chinaz.com/company/ZhuoHangKeJi.html,卓杭科技,IT/互联网/通信,四川,市值：1.37亿,1527.64万元 ,存续（在营、开业、在册）,股份有限公司(非上市),2011-03-25,新三板,1.37
杭州水晶运动机械股份有限公司,https://top.chinaz.com/company/ShuiJingGuFen.html,水晶股份,机械/制造/军工/贸易,浙江,市值：2000.0万,2030万元 ,存续,股份有限公司（台港澳与境内合资、未上市）,2006-03-31,新三板,0.2
北京高信达通信科技股份有限公司,https://top.chinaz.com/company/GaoXinDa.html,高信达,IT/互联网/通信,北京,市值：11.13亿,6116.72万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),1995-02-23,新三板,11.13
河北明尚德玻璃科技股份有限公司,https://top.chinaz.com/company/MingShangDe.html,明尚德,零售/消费/食品,河北,市值：1.4亿,3500万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2010-07-29,新三板,1.4
德御坊食品股份有限公司,https://top.chinaz.com/company/DeYuFang.html,德御坊,零售/消费/食品,北京,市值：4296.0万,1.79亿元 ,存续（在营、开业、在册）,股份有限公司(中外合资、未上市),2010-06-13,新三板,0.4296
杭州万隆光电设备股份有限公司,https://top.chinaz.com/company/WanLongGuFen.html,万隆股份,IT/互联网/通信,浙江,市值：3.22亿,5111.4万元 ,存续,股份有限公司（非上市、自然人投资或控股）,2001-05-13,新三板,3.22
北京华财会计股份有限公司,https://top.chinaz.com/company/HuaCaiHuiJi.html,华财会计,广告/商务服务/文化传媒,北京,市值：1.16亿,2008.23万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-06-08,新三板,1.16
电联工程技术股份有限公司,https://top.chinaz.com/company/DianLianGuFen.html,电联股份,建设工程/房产服务,浙江,市值：4.48亿,3.7亿元 ,存续,股份有限公司（中外合资、未上市）,2007-03-13,新三板,4.48
上海蓝怡科技股份有限公司,https://top.chinaz.com/company/LanZuoKeJi.html,蓝怡科技,医疗健康,上海,市值：9.73亿,4719.07万元 ,存续（在营、开业、在册）,股份有限公司(台港澳与外国投资者合资、未上市),2000-08-04,新三板,9.73
无锡兴达泡塑新材料股份有限公司,https://top.chinaz.com/company/XingDaPaoSu.html,兴达泡塑,能源/化工/矿业,江苏,市值：34.98亿,1.59亿元 ,在业,股份有限公司(非上市),2001-05-25,新三板,34.98
中建材信息技术股份有限公司,https://top.chinaz.com/company/ZhongJianCai.html,中建信息,IT/互联网/通信,北京,市值：30.98亿,7350万元人民币 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2005-04-22,新三板,30.98
长沙锐风信息科技股份有限公司,https://top.chinaz.com/company/ruifengkeji.html,锐风科技,IT/互联网/通信,湖南,市值：6660.0万,1000万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-02-16,新三板,0.666
广东佳奇科技教育股份有限公司,https://top.chinaz.com/company/JiaQiKeJi.html,佳奇科技,教育,广东,市值：9.48亿,7920万元 ,存续,其他股份有限公司(非上市),2002-12-25,新三板,9.48
济南百博生物技术股份有限公司,https://top.chinaz.com/company/BaiBoShengWu.html,百博生物,医疗健康,山东,市值：1.14亿,2510万元 ,在营,股份有限公司(非上市、自然人投资或控股),2003-11-05,新三板,1.14
浙江吉华集团股份有限公司,https://top.chinaz.com/company/zjjihuajituan.html,吉华集团,能源/化工/矿业,浙江,市值：4.0亿,40000.000000万元人民币 ,存续,其他股份有限公司（非上市）,2003-08-15,,4.0
哈尔滨帕特尔科技股份有限公司,https://top.chinaz.com/company/PaTeEr.html,帕特尔,机械/制造/军工/贸易,黑龙江,市值：1.0亿,3848.5万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2001-07-05,新三板,1.0
江西金达莱环保股份有限公司,https://top.chinaz.com/company/JinDaLai.html,金达莱,机械/制造/军工/贸易,江西,市值：50.16亿,2.07亿元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-10-29,新三板,50.16
上海缔安科技股份有限公司,https://top.chinaz.com/company/DiAnKeJi.html,缔安科技,IT/互联网/通信,上海,市值：2.84亿,2695万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2007-04-09,新三板,2.84
金锐同创（北京）科技股份有限公司,https://top.chinaz.com/company/JinRuiTongChuang.html,金锐同创,IT/互联网/通信,北京,市值：1.55亿,3100万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2012-12-21,新三板,1.55
山东创新腐植酸科技股份有限公司,https://top.chinaz.com/company/ChuangXinKeJi.html,创新科技,能源/化工/矿业,山东,市值：1.38亿,4579.75万元 ,在营,股份有限公司(非上市),2002-11-15,新三板,1.38
南京奥派信息产业股份公司,https://top.chinaz.com/company/AoPaiGuFen.html,奥派股份,IT/互联网/通信,江苏,市值：9900.0万,3018.3万元 ,在业,股份有限公司(非上市),2002-06-07,新三板,0.99
浙江力驰雷奥环保科技股份有限公司,https://top.chinaz.com/company/LiChiLeiAo.html,力驰雷奥,机械/制造/军工/贸易,浙江,市值：2.32亿,1000万元 ,存续,股份有限公司（非上市、自然人投资或控股）,2009-11-11,新三板,2.32
云南路桥股份有限公司,https://top.chinaz.com/company/YunNanLuQiao.html,云南路桥,建设工程/房产服务,云南,市值：1.58亿,3.5亿元 ,存续（在营、开业、在册）,股份有限公司（非上市）,1999-01-28,新三板,1.58
北京清环同盟环境发展股份有限公司,https://top.chinaz.com/company/QingHuanTongMeng.html,清环同盟,其它,北京,市值：1200.0万,1200万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2010-09-10,,0.12
上海彩鸟信息科技有限公司,https://top.chinaz.com/company/CaiNiaoXinXi.html,彩鸟信息,IT/互联网/通信,上海,市值：50.0万,50万人民币 ,存续（在营、开业、在册）,有限责任公司,2015-11-06,,0.005
新乡日升数控轴承装备股份有限公司,https://top.chinaz.com/company/XinXiangRiSheng.html,新乡日升,机械/制造/军工/贸易,河南,市值：8820.0万,4200万元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2007-12-24,新三板,0.882
山东易构软件技术股份有限公司,https://top.chinaz.com/company/YiGouRuanJian.html,易构软件,IT/互联网/通信,山东,市值：3.33亿,2635.3万元 ,在营,其他股份有限公司(非上市),2011-04-06,新三板,3.33
大连约伴旅游股份有限公司,https://top.chinaz.com/company/YueBanLvYou.html,约伴旅游,旅游/酒店,辽宁,市值：180.0万,1760.8万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2009-03-26,新三板,0.018
河南熔金高温材料股份有限公司,https://top.chinaz.com/company/RongJinGuFen.html,熔金股份,能源/化工/矿业,河南,市值：2.65亿,4150万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2003-10-10,新三板,2.65
河北华发教育科技股份有限公司,https://top.chinaz.com/company/HuaFaJiaoYu.html,华发教育,教育,河北,市值：1.01亿,2040万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2008-01-31,新三板,1.01
北京中经赛博科技有限公司,https://top.chinaz.com/company/ZhongJingSaiBo.html,中经赛博,IT/互联网/通信,北京,市值：1.5亿,15000万元人民币 ,存续（在营、开业、在册）,有限责任公司(外商投资企业法人独资),2002-09-27,,1.5
杭州盈丰软件股份有限公司,https://top.chinaz.com/company/YingFengRuanJian.html,盈丰软件,IT/互联网/通信,浙江,市值：1120.0万,1200万元 ,存续,其他股份有限公司（非上市）,2006-02-10,新三板,0.112
四川蜀塔实业股份有限公司,https://top.chinaz.com/company/ShuTaShiYe.html,蜀塔实业,机械/制造/军工/贸易,四川,市值：2.73亿,5280万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-06-24,新三板,2.73
北京进货宝网络科技有限公司,https://top.chinaz.com/company/JinHuoBao.html,进货宝,IT/互联网/通信,北京,市值：100.0万,100万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2015-04-28,,0.01
云南北方奥雷德光电科技股份有限公司,https://top.chinaz.com/company/AoLeiDe.html,奥雷德,IT/互联网/通信,云南,市值：7.54亿,2.3亿元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2008-05-12,新三板,7.54
探探文化发展（北京）有限公司,https://top.chinaz.com/company/TanTanWenHua.html,探探文化,广告/商务服务/文化传媒,北京,市值：126.15万,126.1479万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2014-12-26,,0.012615000000000001
北京火谷网络科技股份有限公司,https://top.chinaz.com/company/HuoGuWangLuo.html,火谷网络,IT/互联网/通信,北京,市值：2214.0万,5389万元 ,开业,股份有限公司(非上市、自然人投资或控股),2011-09-26,新三板,0.2214
北京兴业源物业管理股份有限公司,https://top.chinaz.com/company/XingYeYuan.html,兴业源,建设工程/房产服务,北京,市值：1.2亿,3000万元 ,开业,其他股份有限公司(非上市),2001-11-01,新三板,1.2
江苏万圣伟业金融信息服务有限公司,https://top.chinaz.com/company/WanShengWeiYeJinRong.html,万圣伟业金融,IT/互联网/通信,江苏,市值：1001.0万,1001万元人民币 ,在业,有限责任公司（法人独资）,2015-07-17,,0.1001
青岛海容商用冷链股份有限公司,https://top.chinaz.com/company/HaiRongLengLian.html,海容冷链,物流/仓储/运输,山东,市值：17.1亿,6000万元 ,在营,股份有限公司(非上市、自然人投资或控股),2006-08-08,新三板,17.1
湖南拓天节能控制技术股份有限公司,https://top.chinaz.com/company/TuoTianJieNeng.html,拓天节能,机械/制造/军工/贸易,湖南,市值：1400.0万,1400万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2006-01-04,新三板,0.14
湖南世优电气股份有限公司,https://top.chinaz.com/company/ShiYouDianQi.html,世优电气,机械/制造/军工/贸易,湖南,市值：1.13亿,5624.92万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2011-04-02,新三板,1.13
山东齐鲁华信高科有限公司,https://top.chinaz.com/company/ShanDongQiLuHuaXin.html,山东齐鲁华信,医疗健康,山东,市值：8000.0万,8000万人民币 ,在营,有限责任公司(自然人投资或控股),2007-11-23,,0.8
深圳市新产业生物医学工程股份有限公司,https://top.chinaz.com/company/XinChanYe.html,新产业,医疗健康,广东,市值：182.60亿,3.7亿元 ,存续,非上市股份有限公司,1995-12-15,新三板,182.6
广东长牛电气有限公司,https://top.chinaz.com/company/ChangNiuDianQi.html,长牛电气,机械/制造/军工/贸易,广东,市值：6102.5万,6102.5万人民币元 ,存续,股份有限公司(非上市、自然人投资或控股),2004-07-02,,0.61025
天津市鸿远电气股份有限公司,https://top.chinaz.com/company/tjhongyuandianqi.html,鸿远电气,机械/制造/军工/贸易,天津,市值：2890.0万,1733万元 ,存续,股份有限公司,2003-04-22,新三板,0.289
深圳芯邦科技股份有限公司,https://top.chinaz.com/company/XinBangKeJi.html,芯邦科技,机械/制造/军工/贸易,广东,市值：5.81亿,1.1亿元 ,存续,股份有限公司（中外合资，未上市）,2005-06-22,新三板,5.81
浙江远望信息股份有限公司,https://top.chinaz.com/company/YuanWangXinXi.html,远望信息,IT/互联网/通信,浙江,市值：6.14亿,4797万元 ,存续,其他股份有限公司（非上市）,2004-04-28,新三板,6.14
江西省人之初科技集团有限公司,https://top.chinaz.com/company/RenZhiChuKeJi.html,人之初科技,IT/互联网/通信,江西,市值：1000.0万,1000万元人民币 ,存续（在营、开业、在册）,有限责任公司(自然人投资或控股),2012-01-12,,0.1
厦门市天艺传媒股份有限公司,https://top.chinaz.com/company/TianYiChuanMei.html,天艺传媒,广告/商务服务/文化传媒,福建,市值：2.40亿,1296万元 ,存续（在营、开业、在册）,股份有限公司,1995-12-29,新三板,2.4
上海追日电气有限公司,https://top.chinaz.com/company/ShangHaiZhuiRi.html,上海追日,机械/制造/军工/贸易,上海,市值：3000.0万,3000万人民币 ,存续（在营、开业、在册）,有限责任公司（法人独资）,2004-04-29,,0.3
